,ID,Value,CooX,CooY,CooZ,month
11,Rio_Grande,1.6524999999999999,585548.0,7494766.0,3217.0,12
12,San_Pedro,0.2972222222222222,581987.0,7466178.0,2450.0,12
13,Talabre,0.21739130434782608,613530.0,7421080.0,3255.0,12
14,Toconao_DGAC,0.2,599644.77,7433140.71,2495.0,12
15,Toconao_P.,0.1,601777.0,7435573.0,2492.0,12
16,Toconao_Q.4,0.0,612592.0,7438698.0,3437.0,12
17,Chaxa,0.5599999999999999,583500.0,7424261.0,2307.0,12
18,Cordillera_Sal,0.0,544617.332,7385424.187,2363.116,12
19,KCL,0.53,561354.0,7396247.0,2307.0,12
20,LZA10-1,0.0,577260.0,7374203.0,2309.0,12
21,LZA12-1,0.0,592024.0,7417669.0,2316.0,12
22,LZA12-2,0.0,593270.0,7394869.0,2317.0,12
23,LZA12-3,0.0,589176.0,7451502.0,2359.0,12
24,LZA3-1,0.0,591181.0,7403651.0,2306.0,12
25,LZA3-2,0.0,590360.0,7408580.0,2306.0,12
26,LZA3-3,0.0,590643.0,7416257.0,2318.0,12
27,LZA7-1,0.025,591699.0,7394060.0,2312.0,12
28,LZA7-2,0.0,593914.0,7388616.0,2311.0,12
29,LZA9-1,0.0,584166.0,7379517.0,2310.0,12
30,Planta_Rockwood,0.0,568771.0,7385238.0,2300.0,12
31,SOP,0.1375,562717.0,7403324.0,2300.0,12
